,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
12066,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,70,72,66,62,60,63,30,62,48,32,47.0,66.0,0
12067,F,Stratum_4,PRIVATE,ACADEMIC,85,72,69,80,100,98,83,98,94,73,89.2,81.2,1
12068,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,67,69,71,66,51,7,3,3,4,6,4.6,64.8,0
12069,M,Stratum_3,PRIVATE,ACADEMIC,63,58,60,62,60,73,71,5,83,18,50.0,60.6,0
12070,F,Stratum_5,PRIVATE,TECHNICAL,59,63,56,54,73,38,54,22,78,0,38.4,61.0,1
12071,F,Stratum_4,PRIVATE,TECHNICAL,61,51,51,60,69,77,42,75,72,6,54.4,58.4,1
12072,M,Stratum_3,PUBLIC,ACADEMIC,69,67,69,75,63,100,79,78,78,81,83.2,68.6,0
12073,M,Stratum_2,PUBLIC,ACADEMIC,72,56,58,64,55,90,76,35,45,82,65.6,61.0,0
12074,M,Stratum_3,PRIVATE,ACADEMIC,67,57,69,68,71,98,70,40,92,65,73.0,66.4,0
12075,F,Stratum_5,PRIVATE,ACADEMIC,58,54,59,59,52,65,43,58,60,85,62.2,56.4,1
12076,F,Stratum_4,PRIVATE,ACADEMIC,61,63,54,64,61,96,70,66,70,94,79.2,60.6,1
12077,M,Stratum_3,PUBLIC,ACADEMIC,76,80,88,74,78,99,76,80,42,28,65.0,79.2,0
12078,M,Stratum_1,PUBLIC,ACADEMIC,56,50,49,49,42,78,54,34,24,43,46.6,49.2,0
12079,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,81,72,80,77,53,98,99,95,83,98,94.6,72.6,0
12080,F,Stratum_2,PUBLIC,ACADEMIC,64,63,64,62,50,92,54,89,51,5,58.2,60.6,1
12081,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,69,70,70,55,97,82,96,74,67,83.2,65.6,0
12082,F,Stratum_2,PUBLIC,ACADEMIC,72,60,70,63,73,85,49,50,79,72,67.0,67.6,1
12083,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,55,58,63,58,75,44,63,59,76,63.4,59.2,1
12084,M,Stratum_3,PRIVATE,ACADEMIC,50,55,57,58,66,50,37,10,77,36,42.0,57.2,0
12085,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,39,47,52,41,44,81,66,66,79,48,68.0,44.6,1
12086,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,74,62,65,76,75,94,46,97,61,56,70.8,70.4,0
12087,M,Stratum_1,PUBLIC,ACADEMIC,67,65,66,69,61,93,90,42,81,29,67.0,65.6,0
12088,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,66,69,60,70,53,97,87,89,57,80,82.0,63.6,1
12089,F,Stratum_2,PUBLIC,TECHNICAL,61,63,61,72,55,68,82,66,67,89,74.4,62.4,1
12090,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,58,57,62,55,81,57,18,49,92,59.4,57.6,1
12091,F,Stratum_2,PRIVATE,ACADEMIC,67,60,77,70,70,98,91,82,83,92,89.2,68.8,1
12092,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,72,61,59,65,57,96,86,89,81,87,87.8,62.8,0
12093,M,Stratum_3,PRIVATE,ACADEMIC,66,63,75,70,52,93,94,95,74,46,80.4,65.2,0
12094,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,61,62,73,63,93,66,25,71,17,54.4,65.8,1
12095,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,60,51,56,52,50,36,3,25,62,0,25.2,53.8,1
12096,M,Stratum_3,PRIVATE,ACADEMIC,69,63,59,62,55,91,68,21,38,84,60.4,61.6,0
12097,M,Stratum_6,PRIVATE,ACADEMIC,66,60,65,67,61,96,99,78,81,15,73.8,63.8,0
12098,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,63,49,59,79,45,85,80,87,37,66.8,61.0,1
12099,M,Stratum_3,PRIVATE,ACADEMIC,77,72,69,74,100,99,93,76,95,80,88.6,78.4,0
12100,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,72,87,71,65,98,85,85,70,40,75.6,73.8,0
12101,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,57,64,69,64,77,89,70,71,86,78.6,63.6,1
12102,M,Stratum_1,PUBLIC,ACADEMIC,74,55,71,74,49,85,67,84,65,65,73.2,64.6,0
12103,F,Stratum_4,PRIVATE,ACADEMIC,79,75,72,72,73,90,99,95,93,91,93.6,74.2,1
12104,M,Stratum_6,PRIVATE,ACADEMIC,62,57,56,49,53,57,22,13,30,48,34.0,55.4,0
12105,F,Stratum_2,PRIVATE,TECHNICAL,74,65,80,72,75,89,98,100,95,84,93.2,73.2,1
12106,M,Stratum_5,PRIVATE,ACADEMIC,81,60,64,78,100,98,92,65,99,38,78.4,76.6,0
12107,F,Stratum_4,PRIVATE,ACADEMIC,67,58,53,59,54,55,19,38,48,16,35.2,58.2,1
12108,M,Stratum_2,PRIVATE,ACADEMIC,67,58,65,66,73,89,65,92,76,59,76.2,65.8,0
12109,F,Stratum_2,PRIVATE,ACADEMIC,81,75,83,66,69,98,97,96,83,100,94.8,74.8,1
12110,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,77,65,67,71,56,94,70,13,75,61,62.6,67.2,0
12111,M,Stratum_4,PRIVATE,ACADEMIC,79,57,75,69,93,100,97,97,95,100,97.8,74.6,0
12112,M,Stratum_5,PRIVATE,ACADEMIC,100,83,75,90,100,100,99,99,100,67,93.0,89.6,0
12113,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,56,48,51,58,54,51,29,79,63,1,44.6,53.4,1
12114,M,Stratum_1,PUBLIC,ACADEMIC,72,67,65,82,73,91,88,88,89,52,81.6,71.8,0
12115,F,Stratum_3,PUBLIC,ACADEMIC,58,72,61,69,63,98,97,98,85,70,89.6,64.6,1
12116,M,Stratum_3,PRIVATE,ACADEMIC,79,72,73,73,82,100,89,99,94,98,96.0,75.8,0
12117,F,Stratum_2,PRIVATE,ACADEMIC,66,69,59,58,60,81,61,85,78,93,79.6,62.4,1
12118,M,Stratum_5,PRIVATE,ACADEMIC,90,65,77,76,93,100,90,85,94,33,80.4,80.2,0
12119,M,Stratum_4,PRIVATE,ACADEMIC,95,75,75,83,100,98,99,95,99,98,97.8,85.6,0
12120,F,Stratum_6,PRIVATE,ACADEMIC,100,72,75,81,93,100,86,81,94,100,92.2,84.2,1
12121,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,56,52,59,52,45,19,48,38,39,33,35.4,52.8,1
12122,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,75,55,60,62,55,82,69,83,72,81,77.4,61.4,1
12123,F,Stratum_6,PRIVATE,ACADEMIC,75,75,75,76,84,87,100,87,91,99,92.8,77.0,1
12124,F,Stratum_2,PRIVATE,ACADEMIC,66,75,75,68,62,89,92,84,65,93,84.6,69.2,1
12125,F,Stratum_2,PUBLIC,ACADEMIC,66,54,62,71,53,97,86,77,63,86,81.8,61.2,1
12126,M,Stratum_3,PRIVATE,ACADEMIC,43,35,47,49,45,75,40,1,8,20,28.8,43.8,0
12127,M,Stratum_2,PUBLIC,ACADEMIC,55,38,30,43,51,15,12,13,12,37,17.8,43.4,0
12128,M,Stratum_3,PRIVATE,ACADEMIC,61,70,71,60,60,65,77,65,47,10,52.8,64.4,0
12129,M,Stratum_3,PRIVATE,ACADEMIC,77,65,62,74,61,99,99,86,70,76,86.0,67.8,0
12130,M,Stratum_3,PRIVATE,ACADEMIC,69,55,64,67,61,100,59,48,72,12,58.2,63.2,0
12131,M,Stratum_3,PRIVATE,ACADEMIC,66,65,60,64,62,84,49,42,73,68,63.2,63.4,0
12132,M,Stratum_1,PRIVATE,TECHNICAL,61,51,66,64,44,75,54,69,21,79,59.6,57.2,0
12133,M,Stratum_2,PRIVATE,ACADEMIC,65,65,73,63,64,91,82,97,88,60,83.6,66.0,0
12134,M,Stratum_3,PRIVATE,ACADEMIC,70,75,62,74,73,88,97,60,91,98,86.8,70.8,0
12135,F,Stratum_5,PRIVATE,ACADEMIC,85,72,71,79,88,97,97,91,99,87,94.2,79.0,1
12136,M,Stratum_2,PUBLIC,TECHNICAL,53,54,53,56,69,75,16,14,77,46,45.6,57.0,0
12137,M,Stratum_3,PUBLIC,TECHNICAL,42,52,67,59,55,1,69,70,67,0,41.4,55.0,0
12138,F,Stratum_6,PRIVATE,ACADEMIC,79,69,67,77,88,89,92,90,99,77,89.4,76.0,1
12139,F,Stratum_3,PRIVATE,ACADEMIC,77,75,69,70,93,79,91,96,96,74,87.2,76.8,1
12140,M,Stratum_6,PRIVATE,ACADEMIC,74,79,73,79,59,97,93,79,86,25,76.0,72.8,0
12141,M,Stratum_3,PRIVATE,ACADEMIC,72,61,67,83,88,97,94,100,98,100,97.8,74.2,0
12142,M,Stratum_3,PRIVATE,ACADEMIC,72,65,69,69,85,88,67,77,89,48,73.8,72.0,0
12143,M,Stratum_3,PRIVATE,ACADEMIC,81,75,80,77,85,100,99,93,96,98,97.2,79.6,0
12144,M,Stratum_4,PRIVATE,ACADEMIC,79,69,67,84,84,93,89,81,89,43,79.0,76.6,0
12145,M,Stratum_3,PRIVATE,ACADEMIC,72,60,70,65,77,100,87,96,97,46,85.2,68.8,0
12146,M,Stratum_5,PRIVATE,ACADEMIC,92,65,67,77,82,100,98,95,93,99,97.0,76.6,0
12147,F,Stratum_1,PUBLIC,TECHNICAL,67,58,67,69,71,85,51,46,87,52,64.2,66.4,1
12148,M,Stratum_2,PRIVATE,ACADEMIC,85,69,65,73,100,97,20,9,95,94,63.0,78.4,0
12149,M,Stratum_2,PRIVATE,ACADEMIC,64,55,56,59,75,74,83,83,88,50,75.6,61.8,0
12150,M,Stratum_1,PUBLIC,TECHNICAL,64,70,57,65,50,100,27,77,63,71,67.6,61.2,0
12151,M,Stratum_3,PRIVATE,ACADEMIC,53,47,45,48,44,69,24,57,36,31,43.4,47.4,0
12152,M,Stratum_2,PRIVATE,ACADEMIC,66,57,65,70,72,76,64,74,76,46,67.2,66.0,0
12153,M,Stratum_3,PRIVATE,ACADEMIC,75,69,67,65,68,94,75,87,73,97,85.2,68.8,0
12154,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,57,58,48,60,58,42,53,52,61,35,48.6,56.2,1
12155,M,Stratum_4,PRIVATE,ACADEMIC,85,67,77,79,84,100,100,94,95,5,78.8,78.4,0
12156,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,57,58,53,56,53,54,25,22,51,1,30.6,55.4,0
12157,M,Stratum_2,PRIVATE,ACADEMIC,59,54,58,52,57,78,66,56,68,20,57.6,56.0,0
12158,M,Stratum_4,PRIVATE,ACADEMIC,72,67,73,78,88,96,92,88,96,98,94.0,75.6,0
12159,M,Stratum_4,PRIVATE,ACADEMIC,69,60,64,80,82,93,90,97,97,88,93.0,71.0,0
12160,M,Stratum_4,PRIVATE,ACADEMIC,79,69,72,73,88,99,95,86,90,95,93.0,76.2,0
12161,M,Stratum_3,PRIVATE,ACADEMIC,58,51,56,59,64,74,15,23,78,93,56.6,57.6,0
12162,M,Stratum_3,PRIVATE,ACADEMIC,67,58,61,71,58,94,74,12,80,47,61.4,63.0,0
12163,M,Stratum_3,PRIVATE,ACADEMIC,58,67,71,75,77,96,67,1,80,61,61.0,69.6,0
12164,M,Stratum_2,PRIVATE,ACADEMIC,69,67,62,77,54,99,69,95,78,72,82.6,65.8,0
12165,M,Stratum_3,PRIVATE,ACADEMIC,74,69,75,84,93,95,95,95,94,100,95.8,79.0,0
12166,M,Stratum_2,PRIVATE,ACADEMIC,59,55,67,67,82,70,63,84,96,51,72.8,66.0,0
12167,M,Stratum_2,PRIVATE,ACADEMIC,55,47,47,53,53,32,9,27,42,51,32.2,51.0,0
12168,M,Stratum_1,PRIVATE,ACADEMIC,77,60,62,77,63,100,76,95,84,58,82.6,67.8,0
12169,M,Stratum_4,PRIVATE,ACADEMIC,62,61,73,63,68,98,83,82,83,31,75.4,65.4,0
12170,F,Stratum_3,PRIVATE,ACADEMIC,74,70,71,68,88,91,83,50,81,90,79.0,74.2,1
12171,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,77,57,62,65,79,99,88,21,94,6,61.6,68.0,0
12172,F,Stratum_2,PRIVATE,ACADEMIC,59,61,69,69,65,62,96,99,82,83,84.4,64.6,1
12173,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,79,65,59,69,47,77,49,94,56,12,57.6,63.8,1
12174,F,Stratum_3,PRIVATE,ACADEMIC,63,65,59,53,65,99,79,15,84,85,72.4,61.0,1
12175,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,67,69,69,71,79,84,75,94,89,54,79.2,71.0,1
12176,M,Stratum_5,PRIVATE,ACADEMIC,77,75,66,77,100,98,86,81,99,77,88.2,79.0,0
12177,M,Stratum_4,PRIVATE,ACADEMIC,61,60,62,69,77,80,86,81,95,4,69.2,65.8,0
12178,M,Stratum_3,PRIVATE,ACADEMIC,60,57,51,55,56,54,19,30,73,11,37.4,55.8,0
12179,F,Stratum_3,PRIVATE,ACADEMIC,64,84,67,76,84,87,93,99,95,69,88.6,75.0,1
12180,F,Stratum_4,PRIVATE,ACADEMIC,61,50,48,57,62,31,15,38,70,100,50.8,55.6,1
12181,M,Stratum_2,PRIVATE,ACADEMIC,50,52,62,67,60,95,86,71,81,83,83.2,58.2,0
12182,M,Stratum_3,PRIVATE,ACADEMIC,59,57,69,67,79,80,81,88,95,63,81.4,66.2,0
12183,F,Stratum_4,PRIVATE,ACADEMIC,63,58,56,65,60,79,81,8,81,100,69.8,60.4,1
12184,F,Stratum_1,PUBLIC,TECHNICAL,69,57,65,76,59,94,83,88,75,64,80.8,65.2,1
12185,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,61,58,56,57,53,95,90,83,66,37,74.2,57.0,1
12186,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,50,45,56,56,42,55,14,45,39,28,36.2,49.8,1
12187,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,64,67,62,63,53,68,85,56,90,40,67.8,61.8,0
12188,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,50,72,66,60,57,78,67,67,66,87,73.0,61.0,1
12189,M,Stratum_5,PRIVATE,ACADEMIC,75,75,65,82,100,98,96,83,98,21,79.2,79.4,0
12190,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,55,55,56,44,49,68,78,21,52,53.6,54.4,1
12191,M,Stratum_2,PUBLIC,TECHNICAL,51,48,56,54,48,55,15,57,42,80,49.8,51.4,0
12192,M,Stratum_2,PUBLIC,ACADEMIC,85,75,69,76,69,100,88,94,84,94,92.0,74.8,0
12193,M,Stratum_2,PRIVATE,ACADEMIC,100,69,69,78,100,96,90,65,94,7,70.4,83.2,0
12194,M,Stratum_4,PRIVATE,ACADEMIC,67,51,54,61,60,71,36,76,78,20,56.2,58.6,0
12195,F,Stratum_1,PUBLIC,ACADEMIC,66,69,67,72,65,71,86,87,77,18,67.8,67.8,1
12196,F,Stratum_2,PRIVATE,ACADEMIC,69,57,66,56,58,67,56,50,60,0,46.6,61.2,1
12197,M,Stratum_4,PRIVATE,ACADEMIC,83,62,64,68,64,99,55,77,82,18,66.2,68.2,0
12198,M,Stratum_3,PUBLIC,ACADEMIC,61,57,69,64,54,90,89,89,65,13,69.2,61.0,0
12199,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,55,41,44,48,53,56,30,3,59,28,35.2,48.2,1
12200,M,Stratum_2,PRIVATE,ACADEMIC,75,63,55,69,55,99,31,23,39,36,45.6,63.4,0
12201,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,61,62,64,77,99,64,64,73,30,66.0,64.4,0
12202,M,Stratum_5,PRIVATE,ACADEMIC,72,79,71,78,100,88,99,91,93,57,85.6,80.0,0
12203,M,Stratum_4,PRIVATE,ACADEMIC,81,84,75,87,88,99,99,99,100,90,97.4,83.0,0
12204,M,Stratum_5,PRIVATE,ACADEMIC,92,84,77,87,100,100,100,98,92,96,97.2,88.0,0
12205,M,Stratum_5,PRIVATE,ACADEMIC,77,72,73,81,93,99,64,70,79,91,80.6,79.2,0
12206,F,Stratum_3,PRIVATE,ACADEMIC,61,61,59,62,64,91,2,6,74,5,35.6,61.4,1
12207,M,Stratum_5,PRIVATE,ACADEMIC,92,69,69,82,100,94,91,89,98,98,94.0,82.4,0
12208,F,Stratum_3,PRIVATE,ACADEMIC,61,58,61,64,79,89,79,88,78,68,80.4,64.6,1
12209,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,72,63,71,66,54,95,70,87,89,18,71.8,65.2,0
12210,M,Stratum_2,PUBLIC,ACADEMIC,69,84,65,75,55,96,79,95,90,84,88.8,69.6,0
12211,M,Stratum_2,PRIVATE,ACADEMIC,48,47,52,52,58,13,30,28,44,22,27.4,51.4,0
12212,M,Stratum_2,PUBLIC,ACADEMIC,58,69,67,72,73,78,91,23,86,32,62.0,67.8,0
12213,F,Stratum_1,PUBLIC,ACADEMIC,51,48,59,49,51,45,42,41,41,97,53.2,51.6,1
12214,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,46,49,50,54,58,37,68,76,53,68,60.4,51.4,1
12215,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,52,51,57,47,52,42,77,16,49,33,43.4,51.8,1
12216,M,Stratum_3,PUBLIC,ACADEMIC,70,61,61,60,60,96,78,80,75,12,68.2,62.4,0
12217,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,74,65,62,76,75,100,97,81,93,58,85.8,70.4,1
12218,M,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,69,67,71,70,61,98,90,65,89,90,86.4,67.6,0
12219,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,62,64,63,53,94,42,38,67,66,61.4,61.6,0
12220,M,Stratum_2,PRIVATE,ACADEMIC,67,45,50,61,58,63,13,45,70,71,52.4,56.2,0
12221,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,56,65,65,72,62,81,74,83,89,40,73.4,64.0,0
12222,M,Stratum_2,PUBLIC,ACADEMIC,69,67,75,69,66,99,78,98,80,84,87.8,69.2,0
12223,F,Stratum_3,PRIVATE,ACADEMIC,74,72,69,80,73,72,100,99,93,97,92.2,73.6,1
12224,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,63,63,57,64,48,72,64,42,16,37,46.2,59.0,0
12225,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,75,70,62,71,54,98,97,84,76,77,86.4,66.4,0
12226,M,Stratum_3,PRIVATE,ACADEMIC,72,67,62,69,84,81,94,93,91,92,90.2,70.8,0
12227,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,65,50,65,47,98,93,63,2,91,69.4,57.0,1
12228,F,Stratum_3,PRIVATE,ACADEMIC,65,67,65,71,65,81,72,94,86,93,85.2,66.6,1
12229,F,Stratum_2,PUBLIC,ACADEMIC,53,51,41,47,49,55,66,24,2,16,32.6,48.2,1
12230,F,Stratum_5,PRIVATE,ACADEMIC,57,62,59,60,47,47,30,62,33,61,46.6,57.0,1
12231,M,Stratum_5,PRIVATE,ACADEMIC,75,63,57,72,75,91,61,74,90,72,77.6,68.4,0
12232,F,Stratum_1,PUBLIC,ACADEMIC,69,56,75,81,58,87,93,98,54,91,84.6,67.8,1
12233,M,Stratum_3,PRIVATE,ACADEMIC,74,63,69,74,49,90,41,87,67,62,69.4,65.8,0
12234,M,Stratum_2,PUBLIC,TECHNICAL,72,67,77,70,64,99,95,96,88,89,93.4,70.0,0
12235,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,40,45,37,35,48,59,64,65,3,14,41.0,41.0,1
12236,F,Stratum_2,PRIVATE,ACADEMIC,58,56,62,61,60,70,65,77,76,49,67.4,59.4,1
12237,M,Stratum_4,PRIVATE,ACADEMIC,67,60,60,72,66,91,76,37,61,85,70.0,65.0,0
12238,M,Stratum_3,PRIVATE,ACADEMIC,95,84,67,89,100,96,100,99,99,82,95.2,87.0,0
12239,M,Stratum_3,PRIVATE,ACADEMIC,74,63,73,77,100,98,82,87,99,79,89.0,77.4,0
12240,M,Stratum_3,PRIVATE,ACADEMIC,69,65,69,76,93,99,100,94,100,72,93.0,74.4,0
12241,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,67,69,67,72,82,98,37,78,92,6,62.2,71.4,0
12242,M,Stratum_2,PUBLIC,ACADEMIC,50,41,50,59,54,41,29,35,31,15,30.2,50.8,0
12243,F,Stratum_3,PRIVATE,ACADEMIC,61,60,53,57,75,53,60,46,78,49,57.2,61.2,1
12244,F,Stratum_3,PRIVATE,ACADEMIC,100,84,67,81,93,98,95,94,98,96,96.2,85.0,1
12245,M,Stratum_3,PRIVATE,ACADEMIC,77,58,63,66,56,90,78,92,79,54,78.6,64.0,0
12246,F,Stratum_2,PRIVATE,ACADEMIC,72,45,53,45,49,6,28,34,30,62,32.0,52.8,1
12247,M,Stratum_3,PRIVATE,ACADEMIC,69,69,65,72,77,96,100,87,97,57,87.4,70.4,0
12248,M,Stratum_3,PUBLIC,ACADEMIC,47,55,63,54,42,69,42,50,49,97,61.4,52.2,0
12249,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,51,41,53,53,45,64,10,5,39,23,28.2,48.6,0
12250,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,56,55,62,52,58,73,86,54,58,73,68.8,56.6,1
12251,M,Stratum_2,PRIVATE,ACADEMIC,85,65,69,70,65,99,78,80,78,81,83.2,70.8,0
12252,F,Stratum_2,PUBLIC,ACADEMIC,64,58,64,66,55,87,97,64,81,64,78.6,61.4,1
12253,M,Stratum_2,PUBLIC,ACADEMIC,59,60,71,62,54,69,50,79,69,96,72.6,61.2,0
12254,F,Stratum_2,PRIVATE,ACADEMIC,59,52,58,63,68,95,46,51,91,50,66.6,60.0,1
12255,F,Stratum_3,PRIVATE,ACADEMIC,74,67,69,69,88,98,90,51,87,27,70.6,73.4,1
12256,F,Stratum_3,PRIVATE,ACADEMIC,77,79,71,76,93,98,93,100,97,100,97.6,79.2,1
12257,M,Stratum_3,PRIVATE,ACADEMIC,62,61,62,63,63,82,66,67,74,37,65.2,62.2,0
12258,F,Stratum_1,PUBLIC,TECHNICAL,72,78,69,65,52,96,63,93,71,82,81.0,67.2,1
12259,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,79,65,84,90,88,99,87,93,91,93,92.6,81.2,0
12260,F,Stratum_4,PUBLIC,ACADEMIC,65,54,62,46,52,75,44,74,56,26,55.0,55.8,1
12261,F,Stratum_4,PRIVATE,ACADEMIC,55,57,61,66,68,64,57,78,92,23,62.8,61.4,1
12262,F,Stratum_3,PUBLIC,ACADEMIC,64,63,69,57,67,68,60,51,79,25,56.6,64.0,1
12263,F,Stratum_2,PRIVATE,ACADEMIC,74,63,65,69,69,96,87,84,89,100,91.2,68.0,1
12264,M,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,59,52,51,62,55,66,54,33,74,29,51.2,55.8,0
12265,M,Stratum_5,PRIVATE,ACADEMIC,60,57,59,60,56,80,71,73,67,86,75.4,58.4,0
12266,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,70,67,57,65,48,95,98,90,82,93,91.6,61.4,1
12267,M,Stratum_3,PUBLIC,ACADEMIC,77,72,64,81,73,96,88,59,94,27,72.8,73.4,0
12268,M,Stratum_2,PUBLIC,TECHNICAL,81,65,69,82,58,96,86,52,92,21,69.4,71.0,0
12269,M,Stratum_3,PRIVATE,ACADEMIC,72,65,67,71,93,100,92,90,99,63,88.8,73.6,0
12270,F,Stratum_1,PUBLIC,ACADEMIC,55,52,56,61,38,54,58,69,70,60,62.2,52.4,1
12271,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,62,57,71,64,57,65,36,5,28,16,30.0,62.2,0
12272,M,Stratum_2,PUBLIC,ACADEMIC,44,45,51,44,50,60,31,27,48,67,46.6,46.8,0
12273,M,Stratum_1,PUBLIC,TECHNICAL,79,67,75,79,55,100,83,97,25,87,78.4,71.0,0
12274,M,Stratum_3,PRIVATE,ACADEMIC,81,58,59,68,93,100,96,84,94,95,93.8,71.8,0
12275,F,Stratum_3,PUBLIC,ACADEMIC,67,65,62,61,54,83,97,67,46,64,71.4,61.8,1
12276,F,Stratum_2,PUBLIC,ACADEMIC,55,63,69,68,55,67,80,55,31,19,50.4,62.0,1
12277,M,Stratum_3,PRIVATE,ACADEMIC,69,67,61,61,63,100,97,67,92,1,71.4,64.2,0
12278,M,Stratum_3,PRIVATE,ACADEMIC,69,63,65,73,93,95,97,94,96,50,86.4,72.6,0
12279,M,Stratum_2,PUBLIC,ACADEMIC,74,60,71,93,75,99,54,15,88,81,67.4,74.6,0
12280,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,63,51,67,53,92,89,63,57,71,74.4,60.0,0
12281,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,72,75,70,62,91,97,99,78,89,90.8,69.0,1
12282,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,45,52,57,55,56,54,18,41,31,77,44.2,53.0,0
12283,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,55,67,61,69,88,87,82,39,84,92,76.8,68.0,0
12284,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,66,60,72,65,60,97,79,95,48,35,70.8,64.6,0
12285,M,Stratum_3,PRIVATE,ACADEMIC,64,63,57,67,100,81,68,88,90,18,69.0,70.2,0
12286,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,31,51,50,45,43,84,78,77,66,0,61.0,44.0,1
12287,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,44,41,45,38,44,53,72,48,17,40,46.0,42.4,0
12288,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,63,64,70,53,77,62,88,58,95,76.0,62.8,0
12289,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,50,58,56,53,73,39,50,59,82,74,60.8,58.0,1
12290,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,55,54,57,59,55,77,35,58,26,85,56.2,56.0,1
12291,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,63,62,65,59,84,79,81,90,94,85.6,63.8,0
12292,F,Stratum_3,PRIVATE,ACADEMIC,53,50,47,47,65,50,21,9,16,21,23.4,52.4,1
12293,F,Stratum_4,PRIVATE,ACADEMIC,69,65,61,56,77,76,81,83,90,34,72.8,65.6,1
12294,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,43,50,42,43,51,69,13,9,31,28,30.0,45.8,0
12295,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,53,40,45,56,44,61,9,30,44,23,33.4,47.6,0
12296,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,92,67,80,79,84,96,5,96,97,96,78.0,80.4,0
12297,M,Stratum_4,PRIVATE,ACADEMIC,95,91,71,83,75,100,98,66,84,30,75.6,83.0,0
12298,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,77,69,71,70,70,99,82,84,92,75,86.4,71.4,0
12299,F,Stratum_4,PRIVATE,ACADEMIC,81,60,59,76,66,100,91,83,79,73,85.2,68.4,1
